label,statement
0,Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. @KamalaHQ is a liar. Donald Trump is correct. Kamala Harris is NOT black and never has been. Jamaican is a nationality. Not a race. You do understand there are white Jamaicans right? Nowhere does it say she's black. Her birth certificate says Caucasian and Jamaican. Can you tell me where on that birth certificate it says she's black? Or are you preparing to lie and say that all Jamaicans are black?
0,"Wage increases have exceeded what the cost of inflation, which you're talking about as the prices that were pre-COVID prices. Pre-COVID prices are not the same as whether or not they  you have  corporate America ripping off the public now. You have everything from shrinkflation to what's going on in terms of the way in which they're artificially moving significantly to increase their  profits. That's not the same as inflation. That's price gouging."
0,Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia. Americans are tired of his weakness on the world stage.
1,"A few years back, this (Mitchell Stadium) was voted the best high school football field in America"
0,Get out and vote in-person-absentee TODAY at your clerks office! Or in-person tomorrow at your designated polling station! get out and vote in-person-absentee TODAY at your clerks office!
0,"Unprecedented UFO landing shrouds Las Vegas, Nevada in mystery. certainly"" was not a UFO."
1,"A new, independent study put out last week found that at least 55 of our largest corporations use the various loopholes to pay zero federal income tax in 2020. "
1,"Forty years ago, a federal Pell grant paid for nearly 80% of tuition, fees, room and board at a four-year college."
0,"With so much violence taking place at the hands of those with severe mental illness, the answer to mass shootings is not fewer guns, it's more institutional mental health in this country. In the 1960s, liberals emptied our psych wards."
1,"In 2010, 48,000 felons and fugitives lied and illegally tried to purchase guns and the Obama administration prosecuted only 44 of them."
1,"David Schweikert took over $120,000 from the drug industry and voted against legislation to lower prescription drug prices."
0,"broke his pledge, raised the gas tax, and pushed for the largest tax increase in West Virginia's history. broke his pledge, raised the gas tax."
