statement,label
The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,0
Says Gov. Bob McDonnells budget would cut pre-kindergarten programs.,0
"The cost to implement Florida's class size amendment so far has been ""$16 billion.""",1
"Huckabee ""was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings.""",1
"Just in the last four years, $80 billion in federal funding has come to West Virginia -$22 billion more than we've ever received. I was proud to fight for these historic investments in West Virginia's future!",1
"Wrote that in 2006, Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer, but in 2011 called his killing historic.",0
Says Texas proved in court that more than 200 dead people voted in the latest Texas election.,0
Weve had the lowest health care inflation in history because of Obamacare.,0
Says Barack Obama has deported more people than any other president in this countrys history.,0
"Public support for abortion is actually going down a little bit, polls show.",0
Accuses Ed FitzGerald of pay-to-play and corruption politics.,0
78702 is the second-most gentrified ZIP code in the entire country.,0
"The Obama administration ... would impose on every Catholic institution, every Jewish institution, every Protestant institution the Obamacare standard of what you have to buy as insurance.",0
On campaign contributions from electric utilities.,0
"Border policies matter. The number of single adult illegal border-crossers? April 2022 Biden - 166,814 April 2020 Trump - 15,609 Increased encounters at the southwest border in April 2022 compared with April 2020 are attributable to changes in border policy.",0
Liberty University students were mandated to attend Sen. Ted Cruzs presidential announcement or they would be fined.,1
"As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group.",0
"Says the State Department spent $630,000 to get 2 million Facebook Likes.",1
"Were at the point of reaching 2 million deportations ...this is a historic level, more than any other president of the United States.",0
There are more people killed with baseball bats and hammers than are killed with guns.,0
"Six years after unionization, 20,000 fewer children in Illinois were being served by the Child Care and Development Fund program.",0
"These laws got a new life in 2005, when the Bush administration decided to charge those that crossed the border with criminal violations, rather than civil ones.",1
Governor Walker has turned down a billion dollars in Medicaid money over the course of his tenure.,1
"When a basketball player or football or baseball player from another team plays in Wisconsin, that one game's salary, they pay Wisconsin income tax on it. So, if for some reason we do not have the Brewers in Wisconsin all of those player salaries that generate dollars for the state of Wisconsin go away.",1
James Langevin has received almost $20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Islands needs.,0
"By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.",1
Molinaro supports putting a female inmate in shackles during childbirth.,1
"Wow! About time! The media is showing how Obama's birth certificate was changed! He was never born in the U.S. so was never a real president! Everything he signed will be reversed! fake, fake birth certificate. Take a second and think about that.",0
"[E]mployment in Gwinnett is up more than 3 percent over last year, and unemployment is the lowest of the five core metro counties.",1
